name,stars,user_review
Bondiola De Cerdo Fresca Al Vacío,1,El paquete vino roto
Tomate Americano,1,El tomate vino aplastado
Vacio Frigomerc Selección 1 kg,1,"El precio se pasaron el doble estoy totalmente disconforme encima me sobregiraron la tarjeta, debieron comunicarse antes de hacer esa modificación sin mi autorización"
Roast Beef Al Vacío Best,1,No me trajeron lo que pedí. Me enviaron aguja feteada y yo quería carne entera.
Carne Picada Premium Al Vacío Fresca,1,"No tiene nada de premium , lleno de grasa y nervios"
Papa Cepillada,1,Vinieron un par podridas
Choclo Selección 1 Unidad,1,Muy pequeños!
Ananá Selección,1,Mal calidad
Papa Cepillada,1,No eran papas cepilladas
Limón Tahiti Brasil,1,No me limón
Cebolla Selección 1 kg,1,Mal estado
Durazno Importado Agro,1,"Una porqueria de fruta!!!! Si a eso le llaman durazno ya no deberían vender, incomible"
Sazón Pollo Al Horno San Fernando Asu Olla! 650 g,1,Fecha próxima de vencimiento
Carne Picada Congelada Swift 500 g,1,No he recebido.
Ciruela Del Productor 500 g,1,Malas muy maduras
Matambre Vacuno Al Vacío,1,Mucha grasa
Bola De Lomo Al Vacío Novillo Feteada,1,No llegó este producto
Guineo De Seda LT (1 lb) 454 g,1,Están podridos
Tomate Rocky Cherry 300 g,1,No había 300 gramos re pocos
Tomate Perita,1,Yo sugiero que pongan más supermercados porque este nunca tiene nada y pido y me traen la mitad del pedido y bueno así no es entonces no no me sirve
Tapa De Asado Fresca Al Vacío Novillo,1,Esta podrida la carne. Tiene feo olor
Camarón Congelado Santa Priscila Jumbo Pelado y Desvenado Talla 26/30 1 kg,1,No es lo q pedi
Limón Tahiti Brasil,1,"Estan marrón, machucados, feos"
Tomate 1 kg,1,No me enviaron los gomates ni las bolsas jardn
Guineo De Seda LT (1 lb) 454 g,1,Verdes no sirven asi
Guineo De Seda LT (1 lb) 454 g,1,Super feos
"Tapa Cuadril Chorti Beef En Filetes 1,6 Kg Aprox",1,No es la que pedi
Plátano Verde Unidad,1,No vale lo que cuesta
Arándanos 125 g,1,SON CHINOS!!! No quiero químicos. ULTIMA VEZ
Pechuga De Pollo Deshuesada Fresca 1 lb,1,"de repente me subieron el precio,"
Tomate Perita,1,Llegaron podridos
Tomate Americano,1,El tomate perfecto. La soda vino una casi vacía
Tomate Perita 0.5 lb,1,Trajeron tomate san marzano más caro...
Zapallo Anco Selección,1,La cantidad fue menos y el precio el mismo
Pera,1,Vinieron muy verdes y duras
Zapallo italiano 1 un Del Productor,1,Viejos y dañados
Ajo Unidad,1,No era el ajo qué quería
Arándanos 125 g,1,Estaban muy pasados pude rescatar algunos solamente
Palta Hass,1,Mega dura
Mandarina Avana,1,estaba podrida
Puerro Tradeau Fino 1  Unidad,1,El imaje son differente
Carne Molida Res 80/20,1,Me cobraron la carne molida y no me la mandaron. Qué se hace en ese caso? Pierdo mi dinero ?
Churrasquito De Cerdo Fresco Cabaña Argentina,1,Realmente lamentable..es terrible el olor q tiene el cerdo .ya me paso varias veces..quisiera saber porque pasa..y no es ofertas..anteriormente ya hice reclamos por costilla podridas.
Lechuga Capuchina,1,Otra vez me robaron el pedido. No tocaron el timbre...no llamaron y suele pasar
Naranja Jugo Selección 1 kg,1,Una podrida. Lástima xq el resto buenísimas 😭
Culantro 1 Moño.,1,"Está pasado, pierde sabor y textura."
Bola De Lomo Al Vacío Novillo Feteada,1,Apestaba a podrido. Invadía el olor todo el ambiente.
Plátano Verde Unidad,1,Chiquitico
Pollo Entero Mediano Peso Aprox  2 kg Sofia,1,"Costo sin descuento, estafa de promoción. Pedí 3 leches me llegaron 2"
Peceto Entero Al Vacío Novillo Fresco,1,"Llegó con  perdida de vacio , tenía bastante sangre, al abrirlo tenía olor muy concentrado , abombado"
Kale Unidad,1,"Vino sin envasar, marchito, con cinta adehsiva pegada y aplastado con otras cosas encima, CERO HIGIENE."
Pera,1,Las peras super duras y verdes.
Lechuga Capuchina,1,"Esta un poco pasada, tiene hojas marchitas y en desconpocision"
Uvas Blanca Bandeja 500 g,1,Están feas
Colita De Cuadril Novillito,1,Pedí colita de cuadril y me mandaron cuadril. No me deja reclamar
Sandía Baby 1 Unidad,1,Vino toda podrida
Naranja Jugo Selección 1 kg,1,No llego.
Carne Picada Premium Al Vacío Fresca,1,"No es premium, lleno de cartilago"
Matambre Vacuno Al Vacío,1,En mal estado
Palta Hass,1,Super verde la palta incomible
Uva Red Globe Bandeja 500 g,1,Están pasadas de maduras
Zanahoria Selección,1,No trajo el peso ósea no tenía etiqueta y por todos lados la zanahoria ya q no estaba atada
Cebolla De Verdeo Por Atado,1,Falto una lata de Ipa y el citric!
Tomate Perita,1,Rotos
Matambrito De Cerdo Fresco Envasado Al Vacío,1,"Pedi 1kg mandaron medio, tengo que volver a pedir"
Pechuga De Pollo Fresco Al Vacio,1,Más hueso qué carne
Bistec De Cadera De Res 2 lb,1,Llegó roto y mal estado.
Cebollin Proverde 3 Unidades,1,Pequeñísimos
Arándanos 125 g,1,No sé si están frescos porque nunca llegaron
Uva Red Globe Bandeja 500 g,1,Fruta con hongos
Cebolla Selección 1 kg,1,Los huevos que pedí no llegaron en condiciones había algunos rotos
Limón Pérsico Nacional En Red 10 Unidades,1,"MUY MAL MANEJO DEL TIEMPO DE ENTREGA, COMO EL RIDER VA A ESTAR 30 MINUTOS EN EL LOCAL ESPERANDO QUE ENTREGUEN EL PEDIDO"
Chorizo Frescos Cagnoli 400 G,1,Lo xr la bondiola empaño todo
Matambrito De Cerdo Fresco Envasado Al Vacío,1,Mal olor en el producto
Lima Selección 250 g,1,"Son 5 por bolsa, pero en una mandaron 4 y en la otra bolsa 5 pero una de un tamaño de aceituna."
Durazno Importado Agro,1,FRUTAS PODRIDAS!!! No se pueden vender asiiiiiiii
Durazno Importado Agro,1,En mal estado
Tomate Larga Vida,1,Unos tomates todos podridos mas encima me cobraron mas por el peso son muy sinverguenzas
Culantro Rollo,1,El culantro está malo
Carne Picada Congelada Swift 500 g,1,No vino congelada
Tapa De Asado Al Vacío Novillo Fresca,1,"La carne incomible, tuvimos que tirarla de dura , terrible gastar dinero y tener que tirar la comida"
Zanahoria Fresca Horti Fresh De 1 A 1.5 LB,1,Estaban dañadas
Chuleta Ahumada Rebanada 1 lb,1,Se ve vieja y no muy fresca
Pollo Fresco,1,Pollo feo y congelado lo pedí fresco
Lechuga Capuchina 300 g,1,Hiper chiquitas
Pecho De Cerdo Con Manta Fresco Cabaña Argentina,1,"Viene pasado y termino teniendo la casa con olor a podrido, una cagada"
Filete Pechuga De Pollo Congelado Rey 1 lb,1,Ya venia shuco
Papa Soloma 1 lb,1,Una papa benia en mal estado
Pepino Sin Semillas Unidad,1,Están en mal estado!
Plátano Verde Unidad,1,Solo mandaron uno y yo pedi 3
Plátano Verde Unidad,1,Muy pequeños
Tomate De Cocina Nacional En Red De (1 lb) 454 g,1,Huevos quebrados.
Guineo De Seda LT (1 lb) 454 g,1,Guineos súper maltratados
Uvas Blanca Bandeja 500 g,1,Estaban pasadas
Lechuga Capuchina,1,Me mandaron otra clase de lechuga
Rúcula El Mercado 100 g,1,Con feo olor y mojada
Pera Williams Selección,1,Muy maduras
Palta Hass Importada 1 Unidad,1,HABÍA UNA OFERTA 4X3 Y NO SE APLICÓ
Naranja Valencia,1,Mucho demora
Milanesa Fresca De Pollo Avicola Del Oeste,1,"Llegaron todas descongeladas, tienen mal aspecto"
Palta Hass Extra Chilena,1,"No llegó el pedido, llegaron otras cosas el rider se fue..."
Red Limon Indio 10 Unidades,1,limones más feos súper pequeños
Frutilla Extra Grande  Hidroponica Tarrina  650G,1,Podridas
Lechuga Costina Punto Azul 1 Unidad,1,oxidada
Platano Maduro 1 Unidad,1,Pequeños
Palta Hass Inmadura 115 g,1,"Las paltas llegaron duras muy inmaduras. Eran para comer ahora en mi trabajo, me quedé sin merienda. Confié en la calidad del producto y fue una decepción"
Asado Congelado Brasas,1,Me vino sin vacío la carne
Pechuga De Pollo Fresco Al Vacio,1,"El pollo estaba en mal estado, es la segunda vez que nos pasa. Lo compré hace dos días y hoy lo abrí y ya tenía olor a podrido."
Pera Packams Malla 1 kg,1,La pera venia en mal estado
Naranja Valencia,1,Estaba la mayoría verdes
Piña Nacional 1 Unidad,1,Piña verde
Naranja Valencia,1,Todas adentro pasadas y podridas
Tomate Bugaloo 1 lb,1,Me mandaron tomate Barceló
Escalopines De Pollo Deshuesados Congelado (Carne & Co) 1 lb,1,El pollo está dañado podrido
Naranja Valencia,1,Están verdes algunas
Paleta Fresca Al Vacío Novillo,1,Siempre me llevo un chasco con la carne mucha grasa mucha
Morrón Rojo Selección,1,No llego
Banana Premium Ecuador,1,La banana estaba aplastada
Palta Hass Inmadura 115 g,1,Palta verde y la lechuga tuve que sacar varias capas de hojas en mal estado
Batata,1,vino cortada (abierta)
Tomate 1 kg,1,Pedi 2 kilos de tomate y solo me enviaron 2 tomates. Requiero un reembolso
Palta Hass  Selección 115 g,1,Muyyyy pequeñas y demasiado maduras. No aclaran cuando ofertan . 😡
Escalopines De Pollo Deshuesados Congelado (Carne & Co) 1 lb,1,"Me lo mandaron podrido, si saben que eso olía a muerto, porque me lo colocaron?"
Calabacín Italiano,1,Calabacines viejos
Aguacate,1,Busco el aguacate más grande mala selección
Papa Cepillada Selección  1 kg,1,No vino en el pedido
Banana Premium Ecuador,1,Maduras y 1 venia la cáscara abierta
Milanesa De Cuadrada Novillito,1,Marítima la carne pura grasa todo grasa un asco
Costilla De Res Premium 1 lb,1,Carne amarilla y vieja estaba mala
Fresa Bandeja 500 g,1,"Fruta en mal estado, con presencia de hongos"
Palta Hass Importada 1 Unidad,1,No me llegó
Carne Vacuno 1854 Lomo Vetado Importado 550 g,1,Carne mala edionda
Rúcula 1 Unidad,1,Hamudcado
Papa Chola Green Garden Malla 1 kg,1,Me mandaron para chaucha no chola y menos cantidad
Pera Bosch Infruversa 1 Unidad,1,Venían aguadas :(
Fresas La Carreta (1 Lb) 454 g,1,No venían las fresas
Batata,1,Verde
Palta Hass  Selección 115 g,1,Mo llega las 80 gr
Cebollino Rollo,1,Fuera del empaque y dañado
Batata,1,En mal estado
Platano Maduro 1 Unidad,1,Vinieron muy maduros
Naranja Valencia,1,Nunca me llegó en el pedido estos artículos.
Papa,1,Pedi 3 kilos y me trajeron 2 sin consultar
Colita De Cuadril Fresca Al Vacío Novillo,1,Me trajeron churrascos de colita de cuadril!  Quiero el producto que solicité!!!
Colita De Cuadril Fresca Al Vacío Novillo,1,No llego
Ñoquis Cuisine & Co De Zapallo 250 g,1,Dice ñoquis la descripción y llego un polvo para preparar
Lechuga Criolla 300 g,1,Toda aplastada
Papa Cepillada Selección  1 kg,1,Podridas adentro algunas
Tapa De Asado Fresca Al Vacío Novillo,1,"La carne tiene bastante grasa, es bastante dura y tiene olor más fuerte al normal"
Banana Premium Ecuador,1,No llegaron
Banana Premium Ecuador,1,Están golpeadas
Tapa De Asado Al Vacío Novillo Fresca,1,Repleta de grasa
Palta Hass Inmadura 115 g,1,Pasadas de madura y más pequeña de lo normal
Pechuga Congelada Mr Pollo En Bandeja Peso 1.4 kg,1,"No me llevaron el pollo y si fue pagado, llegó incompleto el pedido."
Banana Premium Ecuador,1,Podrida
Guineo Maduro,1,Estaban muy maduros y blandos
Guineo Maduro,1,Horribles y casi dañado
Palta Hass  Selección 115 g,1,Llegaron muy feas las paltas!!
Palta Hass  Selección 115 g,1,Todas en mal estado
Papa,1,Algunas llegaron podridas
Tomate Redondo Selección 500 g,1,Los tomates vinieron verdes
Pechito De Cerdo Fresco Al Vacío,1,El pechito vino abombado los tres kg. Tuve que tirarlo todo. Espero que me den una solución en la ayuda que pedí hace un rato
Arándanos 125 g,1,No los enviaron
Manzana Verde Grande Unidad,1,Está golpeada
Paleta Fresca Al Vacío Novillo,1,Hola mal
Churrasquito Huella Natural,1,Llego mal
Palta Hass Inmadura 115 g,1,Muy verdes
Pelón Selección,1,Están super duros
Banana Premium Ecuador,1,Las bananas sueltas y machucadas es como para puré
Banana,1,Todas pasadas. Una vergienzs
Palta,1,Muy pasadas
Limón,1,No me lo enviaron
Muslo Largo Ancho Cibao Al Granel Fresco 2 lb,1,Me cambiaron el presio
Papa,1,No me llegó
Arándanos 125 g,1,Producto con empaque abierto y dañado
Palta,1,"Totalmente verde, no se puede comer"
Palta Hass Inmadura 115 g,1,Llegó súper dura. Imposible comerla en el momento
Cebolla,1,"la cebollá estaba pasada, casi podrida"
Tomate Redondo,1,vino 1 tomate en mal estado
Limón,1,Mal estado p
Palta Hass Inmadura 115 g,1,No vinieron
Cebolla,1,Mesquinan las bolsas las verduras feas
Banana Premium Ecuador,1,Mala calidad
Banana Premium Ecuador,1,Está verde la banana
Tomate Redondo Selección 500 g,1,Malísimo
Durazno,1,"177 gramos, no 380 me cobraron de mas. Pesen sus productos y veran"
Palta Hass  Selección 115 g,1,Las mandaron re verdes y habia pedido maduras
Pera Chica Comercial,1,Super verdes y duras
Pera Chica Comercial,1,Verdes y duras coo membrillo
Papa Cepillada Selección  1 kg,1,Verdes
Papa Cepillada Selección  1 kg,1,Venían podridas
Palta Hass Inmadura 115 g,1,Dura
Uvas Verdes Sin Semilla 1 lb,1,Muy pequeña
Pollo Ahumado 2 lb,1,El pollo me llegó dañado y con un bajo
Pepino Por Media Libra,1,La mitad estaba dañado
Uvas Verdes Sin Semilla Por Media Libra,1,Me cobraron de más
Palta Hass Importada 1 Unidad,1,Demasiado maduras las paltas
Banana Premium Ecuador,1,Llegaron muy golpeadas y muy maduras
Palta Hass  Selección 115 g,1,"Y si pido palta por lo menos que sean maduras, y pedí 3 y me llegaron 2 pésimo servicios"
Papa,1,Mal estado
Lechuga Costina Punto Azul 1 Unidad,1,No venía en el pedido
Colita De Cuadril Fresca Al Vacío Novillo,1,No vino
Manzana Red Elegida Gaucho,1,"Manzana inmadura,verde"
Pepinillo Fresco 1 kg,1,Pedí 2kg y llegó 900gr
Tomate 1 kg,1,Habia pedido 2 kilos y me vinieron solo 1
Cebolla,1,2 cebollas podridas
Guineo Maduro,1,Muy maduros llegaron en mal estado
Tomate 1 kg,1,La mayoría de los tomates estaba malos o podridos solo 3 se podían usar
Aguacate Hass Verde Legume Red 6 Unidades,1,No dice en ningún lugar que viene casi shucos de los maduro viene uno roto totalmente podrido
Morrón Rojo Selección,1,"Me cobraron un kilo y peso 875g, siempre pago la diferencia cuando pesa de más pero nunca reintegran cuando pesa de menos"
Milanesa Fresca De Pollo Avicola Del Oeste,1,"Siempre les estoy comprando todo, me re solucionan, pero esta vez las milanesas estaban en mal estado, una pena tirarlas"
Banana,1,Magullas y rota ña casacara
Rúcula La Villoria Hidropónica Fresca 1 Unidad,1,"No está fresco, me llego amarillo"
Palta Hass  Selección 115 g,1,las paltas vinieron feas
Calabacín Italiano,1,metieron uno malo
Palta Hass Inmadura 115 g,1,"Están duros y negros, como si estuvieran pasmados"
Carré De Cerdo,1,No vinieron cortadas como se supone que voy a cortar ?
Platano Maduro 1 Unidad,1,No lo enviaron
Limón Persa Por Media Libra,1,No llegaron
Papa,1,Venía dañada
Sandia,1,Llego arenosa y con partes demasiada pasadas
Paleta Novillito,1,"Durísima eso no era novillo eso era una vaca vieja, incomible a menos q la hagas pedacitos diminutos"
Palta Hass Importada 1 Unidad,1,"No vinieron con el pedido, eran 6"
Palta Hass Inmadura 115 g,1,Verdes incomibles
Uva Rosada,1,Verde
Tomate Redondo Selección 500 g,1,Vinieron en mal estado
Aguacate,1,Duro
Durazno,1,Duraznos verdes y pequeños. Deberían avisar en que estado se encuentran
Limón Sutil,1,Secos y amarillos
Banana,1,Una fruta tiene abierta la cascara
Zanahoria 1Lb,1,No llego
Cebolla Amarilla 3 Lbs,1,Lo único que me hizo falta fue 2 lb de cebolla por que según. Pedí el pack de 3 lb q cuesta 120 y solo me vino una lb 🙄
Tiritas De Pechuga De Pollo Fresco Super Pollo 350 g,1,Eduondas
Cebolla Amarilla 3 Lbs,1,En estas NO hoy ! Fue en días anteriores eran 3 lb de cebolla y solo recibí 1 lb no me había quejado. Pero esta ves si por que es el colmo que envíen las cosas GOLPEADOS Y DESBARATADAS
Pollo Cibao Entero Congelado Sin Equipaje 4.5 lb,1,Demaciado mal
Filete De Pechuga Pollo Cibao Congelado Empacado 2 a 3.5 lb,1,Pedi 2300 pesos de pechuga que al precio que tienen la libra deberian ser 14 libras y solo me llegaron 6 lbs
Bola De Lomo Al Vacío Novillo Feteada,1,Está súper mal cortada y de a pedazos
Bondiola Feteada Santa Clara,1,"me bajaron el peso de la carne, siempre me pasa lo mismo y viene menos carne."
Pollo Congelado Especial Sin Menudos,1,"Pedi 3 pollos de 3kg cada uno, me dieron 6 pollos de 1kg o 1.5kg. Son re chiquitos. Palomitas. Si no tienen pollos del peso que dicen, avisen y decidimos si quiero o no esos pollos que ofrecen."
Limon Mandarina Emp 8 Und,1,Demasiados maduros casi malos
Cebolla,1,me llego una cebolla en muy feas condiciones
Malla De Limon Criollo 10 Unidades,1,"Faltaron pedidos, los chetos no llegaron"
Piña Nacional 1 Unidad,1,La Pina no puede estar más verde de lo qué está que va.. Días para ver si la llego a comer
Papa Cepillada,1,Había 3 papás feas
Nalga Feteada Fresca Al Vacío,1,Llego molida no feteada
Anco Batata 1 kg,1,El zapallo muy feo
Lechuga Crespita Roja Hidroponica Cerro Punta,1,Esta Marchita
Plátano Rosado Chinita Red 6 Unidades,1,Sólo llegó Un plátano y solicité red de 6 platanos
Plátano Rosado Chinita Red 6 Unidades,1,Van 2 veces que pido platano maduro y me mandan verdes
Papaya Grande LT 1 Unidad,1,La papaya llegó destrozada
Kiwi Agro,1,Llegaron aplastados y rotos
Cuadrada,1,Faltó la carne
Malla De Limon Criollo 10 Unidades,1,Las dos maltas reventadas
Paleta Churrasco Fresca Al Vacío Novillo,1,no lo recibi
Filet Congelado De Pechuga De Pollo 2 kg,1,Era una pelota de pollo imposible separar
Bife Ancho El Mercado,1,Me enviaron otro corte con un valor mas caro y la mitad del peso del qué habia solicitado
Choclo Selección 1 Unidad,1,Vino en estado feo
Limón,1,Verdes y sin jugos
Palta Hass Inmadura 115 g,1,No lo recibí
Tiritas De Pechuga De Pollo Fresco Super Pollo 350 g,1,Bbuhhyhjjujhj
Durazno,1,estan feos
Banana Premium Ecuador,1,Tres bananas en mal estado
Bola de Lomo Feteada,1,"Pedí feteada,me mandaron un solo pedazo"
Sandía Pequeña Nacional 1 Unidad,1,Me salio podrida
Morrón Rojo Selección,1,No me vino
Palta Hass Inmadura 115 g,1,Más pequeñas imposible y como para dentro de 3 semanas . Fatal
Tomate Buy & Eat Cherry 250 g,1,Compré dos bandejas. Una perfecta. La otra para tirar.
Costilla Neuland Popular 1 kg,1,"Me mandaron pura grasa nada de carne que comer por la costilla, pésimo"
Frutilla Del Productor 500 g,1,"Pasadas, blandas y feas"
Manzana Granny Smith,1,Muy chicas
Tomate Perita,1,Horribles
Morcilla Cabaña Argentina Criolla 400 g,1,Ok
Pechito De Cerdo Fresco Al Vacío,1,No me llego em producto
Paleta Churrasco Fresca Al Vacío Novillo,1,Re dura
Palta Hass Inmadura 115 g,1,Chiquitas y verdes
Aguacate 1 Unidad,1,"El aguacate grande faltaba en la entrega, no fue entregado."
Ananá Selección,1,Está podrida abajo
Champiñon Del Productor Laminado 100 g,1,"Venía abierta la alusa que los protege, por ende no sé si venían así o los pasaron a llevar al momento de guardarlos"
Frutilla Del Productor 500 g,1,venían más malas q buenas
Banana,1,Llegaron pasadas. Incomibles. Mandaron lo que tenían para tirar
Bistec De Cerdo Toledano Con Hueso Empacado,1,"No se ve nada fresco. Deberías quitar de la venta estas carnes. Nose desde cuando este empacada y dice que vence en 2 dias, esto es puerco. Cualquiera se intoxica con un puerco en mal estado"
Manzanilla Por Atado  1 Unidad,1,Estaba muy marchita y casi podrida
Choclo Selección 1 Unidad,1,El choclo podrido venden
Carne De Res Molida Selecta Congelada (Carne & Co) 1 lb,1,Fecha de vencimiento reciente
Tapa De Nalga Al Vacío Novillo Fresca,1,Carne en mál olor color verdosa
Banana,1,Llegaron todas reventadas
Ciruela Roja,1,Llegó con mucho olor a insecticida. No se pueden comer
Pechito De Cerdo Fresco Al Vacío,1,Huele terrible. Está en fecha y todo pero el olor es horrible. Segunda vez que me pasa con una  oferta
Tiritas De Pechuga De Pollo Fresco Super Pollo 350 g,1,Malo los productos
Limón Sutil Malla 1 Unidad,1,"Cambien de imágen, por favor."
Tomate Perita,1,Pedi 2 me mandaron 4 y encima no se ven bien
Palta Hass Inmadura 115 g,1,"Palta dura !! Por el precio pensaba recibir un palta madura y no es la hasS, porque no es la negra. Malisimo"
Banana Premium Ecuador,1,No vinieron las bananas
Plátano Maduro Unidad,1,"Los plátanos podían ser más pequeño.c la yuca media dañada , no ombe"
Naranja 1 kg,1,Estan malas y no son frescas
Pollo Congelado Entero Con Menudo 2.85 kg,1,No decía q viene congelado
Ananá Selección,1,Está passissimo todo marrón y blanco
Lechuga Criolla,1,me vino otro tipo de lechuga y en mal estado
Tomate Buy & Eat Cherry 250 g,1,Tiene hongos el tomate
Lechuga Criolla 250 g,1,"Lechuga en mal estado,  con insectos"
Brocoli 1 Unidad,1,Solo vino 1
Nalga Feteada Al Vacío Novillo Fresca,1,Era todo grasa
Pollo Cibao Entero Congelado Sin Equipaje 4.5 lb,1,Demasiado pequeño
Aguacate Hass Verde La Carreta 5 Unidades,1,"En mi pedido anterior los aguacates estaban muy verdes me costó mucho que maduran y cuando por fin estuvieron estaban raizosos y feos, espero que estos salgan mejor"
Aji Picante,1,Me mandaron ajíes para vinagre
Peceto,1,No lo entregaron
Papa Cepillada,1,En mal eatado
Carré De Cerdo Al Vacío Deshuesado Fresco,1,Esta con olor
Filete De Pechuga Pollo Cibao Congelado Empacado 2 a 3.5 lb,1,Llego abierto y el pollo feo como si estaba abierto hace días
Papa Cepillada,1,No es papá cepillada. Y más de la mitad l a tuve que tirar.
Banana Premium Ecuador,1,El hueco de pascuas llegó roto
Bola de Lomo Feteada,1,Mucha grasa tuve que sacar un montón  Quedó poca carne
Zanahoria Fisema Rallada 300 g,1,Vencida
Cebolla,1,No vino
Bola De Lomo Al Vacío Novillo Feteada,1,Vino toda la carne cortajeada y llena de venas
Palta Inmadura 1 Unidad,1,Muy dura y verde horrible
Vacío De Novillo Fresco Al Vacío,1,"El vacío lleno de grasa, menor peso, no recomendable"
Palta Inmadura 1 Unidad,1,Muy madura incomible
Mango,1,Vino pasado con olor
Lechuga Criolla 300 g,1,La lechuga estaba pasada
Paleta Churrasco Fresca Al Vacío Novillo,1,Todavía no probé
Naranja 1 kg,1,Malas
Manzana Colegiala,1,Están golpeadas y podridas
Banana Premium Ecuador,1,Bastante pasadas
Lechuga Criolla 300 g,1,.
Banana Premium Ecuador,1,La mitad llegaron aplastadas.
Nalga Feteada Al Vacío Novillo Fresca,1,"La carne tiene olor a vinagre! Y la lechuga no está fresca, no es la primera vez que me pasa esto!"
Lechuga Criolla 250 g,1,Me llegó lechuga rulito y yo pedí criolla
Vacío De Novillo Fresco Al Vacío,1,Vacío de kg y medio pero lleno de grasa!!!
Tiritas De Pechuga De Pollo Fresco Super Pollo 350 g,1,"Salio completamente descompuesto el pollo con olor a putrefacto, espero una respuesta arruinaron la cena tuve que pedir delivery de otra cosa y salio super caro por culpa de esto"
Pechuga De Pollo Congelada,1,Tenía olor feo
Aji Dulce (Criollo) Bandeja De 100g,1,Estan feos
Cebolla,1,No vino
Rúcula El Mercado 100 g,1,"MUY mal estado, incluso lo tuve que tirar"
Bife De Chorizo Fresca Al Vacío Novillo,1,Más grasa que bife
Kiwi Elegido,1,Frutas no maduras
Zanahoria Red 3 Unidades,1,No la trajeron 😔
Pelón Selección,1,Están todos verdes
Camote Amarillo 1 Lb,1,El peso que pedi no es ni cerca al que recibí
Plátano Maduro Unidad,1,Falto uno
Rúcula X 1 Atado,1,Marchitas algunas hojas y super pequeño el atado
Nalga Feteada Al Vacío Novillo Fresca,1,La nalga para milanesas estaban más gruesas que para churrasco y tenía grasa de los dos lados
Papa Cepillada,1,Pedí 1.5 y me mandan 840 gramos.
Matambrito De Cerdo Fresco Cabaña Argentina,1,Olor y color en mal estado
Patitas De Pollo Fresco Al Vacio,1,Hoy abrí la l queso y está mal !!! Necesito devolverlo !!!!
Kiwi Agro,1,podrido parece golpeado
Palta Inmadura 1 Unidad,1,No podían haber agarrado una palta más dura y verde
Pelón Selección,1,Podridos
Limón Sutil,1,Verdes
Arándano Hortifrut 300 g,1,no llego
Paleta Churrasco Fresca Al Vacío Novillo,1,Vencido
Papa Cepillada,1,Papá podrida
"Mix De Sancocho (Yautia, Auyama, Yuca,Platano) Horti Fresh 1.5 a 2 lb Aprox.",1,No me llegó
Aguacate 1 Unidad,1,Esta negro
Palta Inmadura 1 Unidad,1,Está muy verde
Suprema Congelada De Pollo Filete 2 kg,1,vino la bolsa rota
Banana,1,3 bananas negras
Maracuyá,1,Faltaron maracuyás
Palta Hass Inmadura 115 g,1,Mas caras que lo usual y son re chiquitas
Manzana Red Delicious Pequeña 1 Undiad,1,No me mandaron la promo
Chile Morrón Unidad,1,Los chiles venían pequeños y ya casi en mal estado.
Banano Premium 1 Unidad,1,Eran premium no mimi
Platano Maduro 1 Unidad,1,Un engaño no son plátanos criollos son fia y aparte están dañados
Platano Maduro 1 Unidad,1,No llego mi pedido completo
Zanahoria Al Granel,1,Me enviaron los guíenos dañados
Platano Maduro 1 Unidad,1,No valen 25 pesos. súper pequeño y fino
Platano Maduro 1 Unidad,1,Malo
Lechuga Crespa Hidropónica Verdeagua 320 g,1,Toda marchita
Piña La Carreta En Cubos 454 g,1,La piña está próxima a vencer
Bola De Lomo Al Vacío Novillo Feteada,1,La carne un desastre  llena de grasa y cuerito
Durazno,1,No enviaron los duraznos
Platano Maduro 1 Unidad,1,Mandaron la rabisa mas mala.
Carne Vacuno 1854 Lomo Liso Importado 550 g,1,Llego mal
Limón Persa Por Media Libra,1,Pedí 1 lb y media de limones y solo me Pusieron media libra.
Pepino Por Media Libra,1,me falto un pepino
Brócoli Xtra 0.5 lb,1,Dañado
Platano Maduro 1 Unidad,1,Los plátanos no llegaron
Naranja En Malla,1,"La mitad sin jugo o tipo seco, nunca más voy a comprar naranjas por este medio, porque ya me pasó una vez"
Piña Unidad,1,Demasiado verde
Pechuga De Pollo Deli,1,Dejaron los huesos en el pollo.
Entraña Fina Premium Frigorifico Tacuarembo,1,Sin vacío
Carne Picada Premium Congelada,1,"Por 5 gramos de diferencia me cobraron 80 pesos de mas, ne parece un papelon"
Platano Maduro 1 Unidad,1,Muy pequeño y en mal estado
Banana,1,Inmaduras
Palta Hass  Selección 115 g,1,Estaba re dura
Filet De Merluza Sin Espinas Coomarpes  600 g,1,No llego el producto
Pulpa Negra De Res Fileteada,1,No llega al precio que dice en la aplicación
Pera,1,Un desastre las dos que mandaron
Filet De Merluza Sin Espinas Coomarpes  600 g,1,No recibí el producto
Tapa De Asado Fresca Al Vacío Novillo,1,Dura la carne
Manzana Red Delicious Pequeña 1 Undiad,1,Manzana aguada
Melón Blanco 1 Unidad,1,No vino lo que pedi. Verde inmaduro y de otra especie
Durazno Amarillo,1,Machucados
Tomate Perita Selección 500 g,1,Dos de los 4 tomates podridos!!!
Tomate Perita,1,Verde
Pollo Fresco,1,Feo olorrrrrr
Cebolla Selección,1,"Pasadas, muy pasadas. Nada de fresco."
Carré De Cerdo Al Vacío Deshuesado Fresco,1,estaba en mal estado la carne
Tapa De Asado Al Vacío Novillo Fresca,1,La carne estaba abierta
Ajo Gigante X 1 Unidad,1,Minúsculo el ajo gigante
Manzana Fuji Unidad,1,Yo no pedí esto
Uvas Verdes Sin Semilla Por Media Libra,1,Nunca llegó
