name,stars,user_review
Arrollado De Pollo Congelado Avicolas Del Oeste,5,Rapidez
Tomate Bugalu,5,Calidad excelente
Zanahoria Selección,5,Excelente calidad de los productos
Tomate Redondo Selección,5,"Esta vez, bien los tomates (no muy maduros)"
Papa Lavada Blanca Selección,5,Buena calidad.
Palta Hass  Selección 115 g,5,Épicas.
Zapallo Anco,5,Grande bien 👍
Palta Hass  Selección 115 g,5,Estaba más económica que en el super
Manzana Roja,5,Se ven deliciosas y frescas
Tomate Redondo Selección,5,Estaban bien
Tomate Redondo Selección,5,Espectacular
Tomate Perita Selección 500 g,5,No me mandaron cebolla
Cebolla Selección,5,Buenas calidad
Manzana Verde 1 lb,5,Buenas
Anco,5,Las ofertas hacen que compre y todo ok
Bife De Chorizo El Mercado,5,La calidad de la carne
Tomate Americano,5,Bueno
Bife De Chorizo El Mercado,5,Excelente producto!
Manzana Verde 1 lb,5,Muy buen estado 👍
Zanahoria Selección,5,Buena calidad
Remolacha Cocida Al Vacío Sueño Verde 500 g,5,Rico gusto
Palta Hass  Selección 115 g,5,Me trajeron en buenas condiciones!!
Limon Sutil Del Productor (Aproximadamente 100 g) 1 Unidad,5,Bonitos y bien jugositos 🍋‍🟩
Lomo Nube De Cerdo Fresco,5,Fresco
Mango Tomy 1 Unidad,5,Muy frscos
Suprema Fresca Avicolas Del Oeste,5,Bueno
Zanahoria Selección,5,buena apariencia
Tomate,5,.
Cebolla Blanca,5,Bien escogidas
Chorizo Rimith Especial Congelado 5 Unidades,5,To-do bien
Tomate 3X3 0.5 lb,5,"Solo me deben avisar si hay cambio de producto o no hay , haber que se hace"
Ensalada Personal Tottus 140 g,5,Pedido incompleto y no me avisaron antes
Sandia Mediana 1 Unidad,5,Llegó fría
Filetes De Pollo Sofia Congelado En Bandeja 550 G,5,Rápida entrega y amabilidad del chico de pedidos ya :)
Papa Cocktail Blanca 500g,5,Bien
Elote Amarillo Bandeja 2 Unidades,5,Excelente calidad
Muslos De Pollo Pio Lindo Bandeja 1.25 Lb,5,Siempre fresco
Cebolla,5,le robaron al chico la moto
Lechuga Crespa Guadaproducts 190 g,5,Bien
Platano Verde 1 Unidad,5,Estaban como los queria
Tapa Cuadril Al Vacío Frigo Chaco 1 kg,5,Buen precio
Cebolla,5,Sábado
Perejil Atado 75 g,5,"De tamaño ideal, buena cantidad"
Brocoli 300 g,5,Amarillo. Ya esta pasado. Como voy a comer eso. Pago por verdura en condiciones. Ahora tengo que pagar otro envio y comprarlo enmotro lado
Zanahoria,5,Producto fresco
Manzana Red Elegida Gaucho,5,Manzanas perfectas y no arenosas
Durazno Amarillo Selección,5,La plata estaba podrida.
Milanesa De Cerdo Fresca Rebozada Union Ganadera,5,Buenas
Marucha Bife Americano,5,Es muy tierna!
Papa Cepillada,5,Perfecto
Durazno Amarillo Selección,5,Se ven muy apetecibles
Brocoli 300 g,5,Buen color
Brocoli 300 g,5,La frescura
Cebolla Blanca,5,Grandes y bonitas
Zapallito Redondo Selección 1 Unidad,5,Muy buenos siempre 👌
Papa Cocktail Blanca 500g,5,Mucho bien estado
Verdura Para Cocido Marielita Bolsa,5,"No vinieron varios productos Granola, chiltepe, tortillas de maíz"
Betarraga Proverde Cocida 500 g,5,muy ricas
Tomate Ensalada,5,Todo excelente
Manzana Red,5,Se ven jugosas
Muslitos De Pollo Rey 1 kg,5,No me gusto que las tortillas venias molidas
Tomate,5,Fresco
Molondron 1 Libra,5,Muy buen servicio
Perejil Atado 75 g,5,El perejil hermoso de fresco
Kiwi Elegido,5,Excelente
Perejil Atado 75 g,5,"Bien fresco, ramo de buen tamaño"
Fresas Driscolls 250 g,5,Bien
Papas Nacionales 0.5 lb,5,Papas grandes 🤩
Bandeja Pechuga De Pollo Caribeño Congelada 850 g A 890 g,5,Congelado
Banano Maduro 1 lb,5,Excelente
Cebolla Roja Importada Aproximadamente 1 lb,5,Muy bien
Lechuga Costina Punto Azul 1 Unidad,5,Muy frescos
Papa Lavada Blanca Selección,5,"Tenía 2kg como había pedido, no como la otra vez que le faltaron."
Papas Selectas,5,Papas bien y frescas
Naranja Nacional,5,La fruta y la rapidez del servicio
Ensalada Positana Rocky 300 g,5,Los productos están bien
Arándanos 125 g,5,Las frutas y verduras llegaron impecables. Los felicito. Voy a estar pidiendo mas seguido
Naranja Nacional,5,Frescoo
Cebolla Blanca 1 Libra,5,Tamaño
Tomate Americano,5,Muy bien
Lima Selección 250 g,5,Las bananas vienen muy maduras y bastante feas adentro
Banano Seda,5,Bananos frescos. Muy bien
Tomate Redondo,5,Precio calidad
Banana Premium Ecuador,5,Muyyyyy buena calidad.excelentes
Palta,5,Muy buenos
Lechuga Capuchina 1 Unidad,5,Muy fresca
Pera Funda Economica 1 Unidad,5,En buen estado
Plátano,5,se nota que esta fresco
Zanahoria Malla 1 Kg,5,Fresco
Banano Seda,5,"En el.punto exacto, es decir no muy maduros."
Falda De Novillo,5,Excelente
Tomate Americano,5,MUY lindos tomates
Filete De Pechuga De Pollo Deshuesada Congelada Melo 5 lb,5,"Limpieza, y calidad de laa pechugas y el empaque donde vienen las mismas."
Zanahoria,5,"Lástima que algunos productos publicados estaban agotados porque eran los que más esperaba, la bondiola y los ñoquis importados."
Arándanos 125 g,5,Diminuta y verdiiiisma
Manzana Red Elegida Gaucho,5,Buenas manzanas
Tomate Cherry Funda 300 g,5,Todo
Palta Hass  Selección 115 g,5,Todo fresco y buena calidad
Palta Hass  Selección 115 g,5,Estaban geniales
Zapallo Anco vivi En Rodajas 300 g,5,Producto fresco.
Banano Seda,5,Frescos
Chorizo Frescos Cagnoli 400 G,5,👍
Repollo Blanco,5,Fresco
Pollo Cibao Entero Congelado Sin Equipaje 4.5 lb,5,Énorme 🫡
Ajo 1 Unidad,5,.
Tapa De Nalga Al Vacío Novillo Fresca,5,Muy buena carne! Super tierna
Tomate Americano,5,Maduros en el punto justo
Manzana Red Elegida Gaucho,5,Todo bien
Pollo Entero Con Menudos Pio Lindo 4 Lb,5,Que ya no Tengo que comprar nada para mi caldito
Lechuga Capuchina 300 g,5,Frescura
Banana Premium Ecuador,5,"La frescura y calidad, pero algo vino mal"
Lechuga Crespa Unidad,5,Excelente
Bondiola De Cerdo Fresca Al Vacío,5,"De 10 puntos, muy rica y suave la carne"
Naranja Jugo Selección,5,Bien
Cebolla Amarilla Nacional Por Media Libra,5,Tal cual la foto
Zapallito Largo,5,Buena calidad sin machucones en buen estado
Manzana Red Elegida Gaucho,5,Excelente
Ajo Malla 1 Unidad,5,.
Filete De Salmón Gourmar Ahumado Con Pimienta Congelado 6 oz,5,El servicio
Manzana Red Elegida Gaucho,5,Parece que están bien
Lima Selección 250 g,5,Excelente
Roast Beef Fresco Al Vacío Novillo,5,La carne me salió en mal estado oliendo a feo
Chorizo Parrillero Ochsi Con Picante 6 Unidades,5,Está con buena presentación y calidad.
Manzana Red Elegida Gaucho,5,Excelente precio y calidad
Manzana Red Elegida Gaucho,5,Lindas manzanas
Perejil Atado,5,Cantidad y fresco
Carne Molida Sv,5,"Falto un poquito en peso, pero es carne sin grasa casi. Asi que esta bien"
Pollo Entero Fresco Al Vacío Con Menudo 2.85 kg,5,Bien
Cerezas 1 lb,5,No me han traído las piernas de pollo
Carne De Res Molida Tipo I,5,El envasado y lo fresco que se ve el producto
Bondiola Porcionada,5,"La rapidez , pero no me entrego el tiket"
Carne Molida Sv,5,Carne de excelente calidad
Plátano,5,Bien escogido
Carne Molida Res 80/20,5,Muy rápido y eficiente.
Tomate Redondo Selección,5,Calidad
Puerco Liso (Pierna deshuesada) Fresco 1 kg,5,"Esta vez no emitía mal olor, lo que me lleva a preguntarme si el anterior estaba dañado..."
Plátano,5,Frescoa
Costilla Congelada Adobada BBQ Mr Chancho Peso Aprox. 0.65 kg,5,Deliciosa
Choclo Selección 1 Unidad,5,Fresco. Perfecto.
Limón Selección,5,Buena
Zapallito Redondo Orgánico,5,MUY lindos zapallitos
Sesos Congelado,5,La carne es buena pero muy cara
Sandia Rayada 1 Unidad,5,Nice looking melon!
Limón Selección,5,Excelente calidad
Zapallito,5,"Muy buen tamaño, ñarejos y de buen aspecto"
Pimiento Rojo,5,"Bien, frescos"
Zapallo Anco Song En Rodajas 400 g,5,Vienen 4 y en la foto se ven 6
Champinones Grotto 8 oz,5,Fresco
Morrón Rojo,5,No me gustó el Rosbif vino con muuucha grasa no párese tierna la carne
Manzana Granny Elegida Gaucho,5,"Pedí 2 Kg de naranjas, llegaron 2 naranjas!"
Puchero Pechugon Fresco 1 kg,5,Ni era buena calidad
Zapallito Redondo Selección,5,Excelente
Paleta Churrasco Fresca Al Vacío Novillo,5,Se ve muy bien el estado del vacío.
Sesos Congelado,5,Excelente calidad
Mandarina Okitsu,5,Ricas
Carne Molida Res 80/20,5,Calidad excelente
Plátano,5,Exquisitos
Churrasco Steak Angus Master Cut,5,Fresca bien distribuida dividida en tres excelente porciones
Filet De Pechuga De Pollo Congelada,5,Es el único súper que siempre cumple con la totalidad de los pedidos
Lechuga Capuchina 300 g,5,Super fresco
Uva Sultana Nacional,5,Limpia y fresca
Chuleta Centro,5,Exquisitos productos
Carne Molida Magra 2% Al Granel,5,Todo bien
Papas 1 kg,5,Bien
Aguacate Hass Verde La Carreta 5 Unidades,5,El servicio y la puntualidad muchas gracias
Platano Maduro 1 Unidad,5,Excelente
Guineo Maduro,5,Hermoso calidad todo muy bueno
Carne Molida Res 80/20,5,Calidad y frescura
Platano Maduro 1 Unidad,5,Excelente
Hierbabuena Unidad,5,Me enviaron buen producto y en buen tiempo
Limón Selección,5,Era muy grande y estaba bueno
Cebolla Amarilla,5,Muy bueno
Platano Maduro 1 Unidad,5,A 5 pesos un palo
Zapallito,5,"Todos de tamaño similar, sin golpes, muy lindos"
Chorizo Frescos Cagnoli 400 G,5,Frescos y ricos
Bola De Lomo Al Vacío Novillo Feteada,5,Fileteada bien fina como tiene que ser diez puntos
Pollo Trozado En 8 Con Menudencia San Fernando,5,El precio. Lamentablemente pedí 2 pero solo aceptaron para vender 1.
Manzana Roja Regular Al Granel,5,"Todo fresco, buena calidad!"
Choclo Pastelero Del Productor 2 Unidades,5,Se ven frescos
Sazón Pollo Al Horno San Fernando Asu Olla! 650 g,5,Parece que está muy bien
Colita De Cuadril Fresca Al Vacío Novillo,5,La mejor carne
Tomate,5,Muy bien
Naranja Fruta Mediana 25 Unidades,5,Hermsoos
Tomate Perita En Bandeja,5,Me encantó el estado les paltas quedé impresionado.
Pollo Entero Con Menudencia Aliada En Tu Ahorro 1 Unidad,5,Está bien
Manzana Red Elegida Gaucho,5,Muy lindas
Bola De Lomo Al Vacío Novillo Feteada,5,"Al ser sellada al vacioy yo siendo celiaca, me aseguro que comer segura sin contaminación cruzada."
Roast Beef Fresco Al Vacío Novillo,5,Calidad de los productos
Pepino Huerto Urbano 1 Unidad,5,La lechuga y naranja ya un poco marchitado
Lechuga Americana Und,5,El servicio del rider
Remolacha Cocida Al Vacío Sueño Verde 500 g,5,Me faltaron dos botellas de agua
Ensalada Anais Buy & Eat 350 g,5,Super práctica y fresca
Romero  1 Unidad,5,La mitad de los tomates están en muy feos
Manzana Red Elegida Gaucho,5,"Lindas, pequeñas, bien rojas, dulces y jugosas"
Bondiola Feteada Santa Clara,5,"Impecables cortes, apto para variados usos"
Pechito De Cerdo Fresco Al Vacío,5,Se ve muy lindo
Tomate Perita,5,Muy frescos
Banana Ecuador,5,OK.!
Lima Selección 250 g,5,Se ven frescos
Manzana Red Elegida Gaucho,5,.
Pollo Entero Fresco Con Menudo 2.2 kg,5,Excelente producto!
Pollo Entero Refrigerado Con Menudo 2.85 kg,5,Realmente fresco! Una grata sorpresa.
Tomate Perita,5,Bien
Tomate Buy & Eat Cherry 250 g,5,Todo el pedido estuvo bien Soy clienta hace bastante
Guineo Amarillo,5,"Chuletas, carnes. Menos el agua de coco"
Cebollita  1 Unidad,5,Bien fresca
Lechuga Capuchina,5,Siguieron mi pedido
Durazno Amarillo Selección,5,Muy buenos
Uva Red Globe Bandeja 500 g,5,Muy bien
Lechuga Capuchina,5,Siguieron lo que pedí
Uvas Blancas 500 g,5,"uvas grandes y en excelente estado, se veían de calidad"
Pelón,5,Riquísimo
Granada,5,Fresca
Manzana Red Elegida Gaucho,5,Buenas manzanas siempre pido aca
Limón Selección  1 Unidad,5,Calidad
Durazno Selección,5,Calidad
Tomate Perita,5,Frescura y calidad
Zapallo Cabutia 1 Unidad,5,Promos y calidad de productos
Lima Selección 250 g,5,Excelente calidad
Pollo Entero Fresco Al Vacío Con Menudo 2.85 kg,5,Estaba fresco
Zapallo Macre 500 g,5,Acorde
Naranja Jugo Selección,5,"Lindas naranjas , grandes"
Cebolla Morada 1 Lb,5,La calidad del producto
Lechuga Lollo Bionda Hidroponica 1 Un Punto Azul,5,"Fresquita, bonita y hojas verdes 🥬"
Suprema Congelada De Pollo Filete 2 kg,5,Llegaron re congeladas
Rabanito 1 Unidad,5,Increíble a la vista. No puedo calificar si no como antes. Ver se ven bien
Nalga Feteada Al Vacío Novillo Fresca,5,Fileteada finita como tiene que ser diez puntos
Papa Blanca 3 lb,5,Excelentes papas
Tomate Cherry Organico En Petaca Punto Verde,5,Hermosos y parejos
Papa Huayro,5,Frescura
Arándanos 125 g,5,Muy ricos.
Arándanos 125 g,5,La frescura!
Paleta Churrasco Fresca Al Vacío Novillo,5,Divina!!!
Carne Daily Beef Molida Corriente 10% Fresco 500 g,5,Bueno
Paleta Fresca Al Vacío Novillo,5,Me encanta
Lechoza Roja,5,Esta de buena calidad
Arándanos 125 g,5,Muy fresco
Lechuga Crespa Unidad,5,Buena
Papa Chola,5,Lo único bien
Puyaso 1Lb.,5,M
Colita De Cuadril Fresca Al Vacío Novillo,5,Espectacular
Bisteck Solomo De Cuerito Nacional 0.5 Kg,5,Fresco y excelente calidad
Manzana Red Delicious Premium 1 kg,5,Buena calidad
Aguacate Hass 1 Unidad,5,Muy fresco
Plátano,5,Una sola palta venia😑
Banana Premium Ecuador,5,Puntualidad
Filet Congelado De Pechuga De Pollo 2 kg,5,Llego antes
8 Piezas De Pollo Tip Top 5lb,5,Calidad/precio
Limón,5,Buen estado.
Ajo 1 Unidad,5,Vino la bolsa rota y me cobraron 2378 de más cuando tenía que pagar 20mil
Lechuga Capuchina 300 g,5,"La lechuga vino en excelente estado, dentro de una bolsa."
Aji Morron Naranja 1 lb,5,Excelente
Colita De Cuadril Fresca Al Vacío Novillo,5,Frescura
Cebolla Roja A Granel lb,5,Los vegetales están perfectos
Higado,5,Muy rico!!
Perejil X Atado,5,Bien
Pollo Entero Refrigerado Con Menudo 2.85 kg,5,Súper fresco
Carne Picada Congelada Swift 500 g,5,"Pedí ravioles y me mandaron capeletis,"
Higado,5,Muy amable el muchacho delivery
Banana Premium Ecuador,5,Super todo
Banana Premium Ecuador,5,Muy buena calidad y buen precio
Melón Amarillo,5,Muy bueno
Carne Molida Finka Food Refrigerado 500 g,5,Falto productos
Banana Premium Ecuador,5,Todo
Manzana Red Delicious Premium 1 kg,5,Buena calidad
Culantro Rollo,5,Solamente el tamaño de las fresas
Acelga X Atado,5,Falto un atato
Banana,5,Todo.
Cilantro Proverde Paquete 120 g,5,Llegó fresquito bonito y de buena calida
Pollo Entero Fresco con Menudo 2.85 kg,5,Buen producto
Pollo Entero,5,"Llegó fresco en óptimas condiciones,el problema fue que no lo embolsaron aparte y el líquido del pollo ensucio los otros alimentos fue tal así que ingreso al paquete de azúcar y obvio ya no sirve"
Palta Hass Inmadura 115 g,5,Todo bien!!
Bife De Chorizo El Mercado,5,El corte tamaño y magra
Brócoli,5,Perfecto
Chile Verde LT En Red 3 Unidades,5,Tamaño y olor
Zanahoria 0.5 kg,5,Huele muy bien
Piña La Carreta En Cubos 454 g,5,Excelente
Naranja En Malla,5,Gracias.
Mango A Mano 1 Unidad,5,Entrega a tiempo. Buenos productos y descuentos.
Ají Cubanela,5,Muy poco aji
Patitas De Pollo Fresca Al Vacío,5,10 puntos
Chillo En Ruedas Al Vacio Aproximadamente 1 lb,5,Todo bien menos el mensajero
Pechito De Cerdo Fresco Al Vacío,5,Espectaculares los pechitos
Anillas De Calamar Congeladas Mare Pronto 400 g,5,Excelente calidad
Pollo Rey Entero Amarillo 4 Lb,5,Fresco
Banana,5,Buena entrega
Papa,5,Muy bueno todo
Palta Hass  Selección 115 g,5,Excelente
Banana Ecuador,5,Muy ricas y de buen aspecto
Menta  1 Unidad,5,Súper cool :)
Piña La Carreta En Cubos 454 g,5,"Todo bien, solo enviarla en bolsa extra porque el jugo se salió. Gracias"
Mano De Banano Exportación 1 kg,5,Fresco
Cebolla Roja A Granel lb,5,Llega bien
Papa Lavada Blanca Selección,5,Hermosa papa
Cebolla Morada Selección,5,Exelente calidad
Pepino,5,"Super ricos, tamaño elegido a la perfección"
Nalga Feteada Fresca Al Vacío,5,Todo bien
Tomate Perita,5,B
Palta Para Hoy 500 g,5,Buena palta
Perejil Atado 1 Unidad,5,Muy bueno
Paleta Churrasco Fresca Al Vacío Novillo,5,Excelente carne
Palta Para Hoy 500 g,5,Llego intacto
Chorizo Bombón Fresco Al Vacío Parillero Cabaña Argentina 435 g,5,Exquisitos!
Arándanos 125 g,5,Muy frescos!
Cilantro Ancho 1 Paquete,5,bien
Arándanos 125 g,5,Medio caro
Uvas,5,Riquísimas las uvas
Limon Persa Horti Fresh Paquete 1 LB,5,"Todo fue rápido, los productos fue justo lo que pedí y con calidad."
Palta Hass  Selección 115 g,5,E
Paleta Fresca Al Vacío Novillo,5,"Me gustaría que el corte de la paleta sea un poco mas gruesa para cocinarlo como bife, la carne es buena"
Lechuga Capuchina 1 Unidad,5,Exelente
Locote Rojo,5,Calidad
Zapote Horti Fresh Unidad,5,Buen estado
Champignones Buy & Eat Entero 200 g,5,Frescos
Carne Picada Premium Congelada,5,..
Chile Pimiento Verde 1 lb,5,Bueno
Papa Lavada Blanca Selección,5,Todo de 10!. Cómo siempre!
Limón Sutil,5,Nos hace mas fácil la vida 🙏
Kiwi Selección,5,Frescos y excelente calidad
Miga De Bacalao,5,buena cantidad
Zuchinni Italiano Vmb Paq,5,Perfecto estado gracias
Muslo De Pollo Granel Múltiple Kg,5,Todo lo demás excelente
Remolacha Cruda,5,Excelente
Naranja Agria Und,5,Muy buenaa
Pollo Fresco Sofia Pollo Entero Embolsado Mediano Aproximadamente 1.7 Kg,5,Excelente
Arándanos Paquete 100 g,5,Ok
Espinaca Bolsa 1 Unidad,5,"Gracias por escoger bien  todos los productos, hasta con regalías"
Carne Molida Finka Food Refrigerado 500 g,5,Precio de Oferta
Limón,5,Todo muy fresco
Tomate Ciruelo Red 3 lb,5,"En su punto, ni maduro, ni verde"
Lechuga Gourmet Roja Horti Fresh 1 Unidad,5,Regular
Bandeja Manojo Rabano (7-10 U),5,Grandes y en muuy buen estado
Aguacate Injerto Kg,5,Estaba justo para comer hoy como lo pedi
Limón,5,Limones frescos y firmes
Banano Maduro 6 Unidades,5,Perectos
Cola De Camarón Wala 51-60 16 Oz,5,Excellent
Carne Molida Super 1.30 lb,5,Esta mejor la carne hoy que ayer
Zanahoria rallada Huella Natural 200 g.,5,.Frescas
Albahaca Unidad,5,Nuevo
Membrillo 1 Kg Del Producto,5,Rico .
Mandarina Del Productor 1 kg,5,Buena calidad jugosa dulce
Zanahoria Selección,5,"Llegó todo excelente ,bien envuelto y en condiciones y super rápido"
Brocoli 300 g,5,estaban bien
Guineo 2 lb,5,Llegó todo a tiempo
Plátanos Red 3 Unidades,5,Bueno
Ajo 1 Unidad,5,Nunca tuve problemas .Siempre compro en Market pero hoy pedí latas de cerveza s/alcohol  y vino mezclada con una lata con alcohol .Lo demás perfecto
Manzana Colegiala,5,Exelente
Pepino Al Granel,5,La calidad excelente
Arándanos Paquete 100 g,5,Gracias buen delivery buen servicio
Carne Molida Finka Food Refrigerado 500 g,5,No me llegó el plátano
Acelga X Atado,5,No llego la carne que compre
Pollo Fresco,5,Buen precio a comparación de otros Super.
Pollo Entero Eviscerado Refrigerado 2.65 kg,5,Que no tenga hielo ni exceso de agua
Lechuga Capuchina,5,Muy bien.
Zanahoria Selección 500 g,5,Buena calidad
Zanahoria Selección,5,Frescas
Albahaca Unidad,5,Siempre envían mal los remplazod
Tomate Perita 1 kg,5,Me eligieron los mejores!!!
Pepino Huerto Urbano 1 Unidad,5,Frescura
Zanahoria Selección 500 g,5,Las verduras casi siempre vienen en muy huen estado.
Pollo Fresco Con Menudos Avicola De Lujan,5,Faltaron los power
Cebolla,5,Ok calidad
Lechuga Capuchina,5,Buen estado
Manzana Fuji Unidad,5,Si
Champignon Rocky Blanco 200 g,5,Espectacular!!!
Arándanos 125 g,5,Fresco
Palta Hass  Selección 115 g,5,"Ya están pasados de maduros, están con manchas marrones"
Palta Hass Inmadura 115 g,5,Estan para madurar en unos dias como dice la publicacion
Kiwi Selección,5,Frescos ricos
Pollo Entero Con Menudencia Aliada En Tu Ahorro 1 Unidad,5,H
Cebolla Especial,5,"Muy lindas cebollas, de buen tamaño"
Uvas Verdes Sin Semillas Empacadas,5,Super dulces!
Palta Hass Extra Chilena,5,Falto un producto
Pomelos 1Kg Del Productor,5,Los Pomelos
Manzana Fresh Garden Mix Cripps Pink 6 Unidades,5,Esta manzana es muy buena
Banana Ecuador Elegida 1 kg,5,En general se puede observar buena calidad de la fruta.
Medallón De Merluza Clásico Rebozado 150 g,5,Son muy ricos
Tomate Perita Selección 500 g,5,Son pequeños
Aguacate Hortilisto Maduro 2 Unidades,5,Ok
Colita Cuadril Chorti Beef Premium 1 kg,5,El delivery estuvo bien
Cebollin Proverde 3 Unidades,5,Todo fresco y bonito
Papa Blanca Yungay,5,Bien
Papa Cepillada,5,Sanas
Carne Picada Premium Congelada,5,Congelada que ya es mucho.
Aguacate Hass Unidad,5,Ok
Papa Blanca Yungay,5,:)
Suprema Fresca Avicolas Del Oeste,5,Muy buen tamaño y bien fresca
Papa Cepillada,5,Faltó las  arina comun  les dije cuál es el remplazo no bola le derieron
Puerro X Atado,5,Super fresco
Solomillo De Cerdo,5,Muy bueno
Durazno Plátano Del Productor Primera 1 Unidad,5,También muy rico y sana la fruta
Cebolla Especial,5,"Tamaño adecuado, muy buenas"
Papa,5,Buenas
Centro De Entraña Congelada,5,Se ve bien
Banana Ecuador Elegida 1 kg,5,Súper frescas
Tomate 800 g,5,No llegaron los productos que solicitaste
Uvas Blanca Bandeja 500 g,5,Muy frescas
Cebollin Proverde 3 Unidades,5,Solo decir que cuando venga algo como una mantequilla no mandar junto con las cosas calientes porque se derrite me quedé con la mitad del pan de mantequilla. Lo demás todo perfecto
Banana,5,Muy frescos
Carne Picada Premium Congelada,5,Sabor
Palta Fuerte Casa Loma 1 Unidad,5,Excelente
Ajo,5,El zapallo no esta maduro
Ajo 1 Unidad,5,Buena calidad
Bife De Chorizo El Mercado,5,Calidad
Banana Ecuador Elegida 1 kg,5,Está rica
Tomate Buy & Eat Cherry 250 g,5,La espinaca está podridaaa
Morrón Rojo Selección 1 Unidad,5,Muy buenos
Pepino Selección 1 Unidad,5,Muy buena calidad
Banana Ecuador Elegida 1 kg,5,Excelente
Champiñon Del Productor Laminado 100 g,5,Bueno y fresco
Carré De Cerdo Al Vacío Deshuesado Fresco,5,Muy rico su gusto y calidad
Pollo Entero Refrigerado Con Menudo 2.85 kg,5,Se nota que el pollo es fresco aunque esté refrigerado.
Banana Ecuador Elegida 1 kg,5,"Están frescos, se nota"
Carne Picada Premium Congelada,5,Nunca ningún problema la calidad de primera
Banana,5,Buena calidad
Pollo Entero Fresco Al Vacío Con Menudo 2.85 kg,5,Llegó bastante frio
Frutilla Del Productor 500 g,5,Se ven en excelente estado
Vacio Medio Al Vacío,5,"Me cobraron casi 10000$ de más, si pueden revisar les agradezco"
Cebolla Especial,5,"Preciosas, me gustó que no fueran muy grandes"
Pimenton Verde Mediano 1 Unidad,5,No llego las manzana
Plátano Maduro,5,Buenos los plátanos
Pollo Entero Sin Menudencia Avinka 1.58 kg,5,Peso exacto al indicado.
Guineo Verde 1 Unidad,5,Excelente
Palta Hass Importada 1 Unidad,5,A buen punto para consumir o apenitas dejar un día o dos para que estén a punto
Papa,5,Buena calidad
Zanahoria Selección,5,Excelente calidad
Pollo Congelado Entero Con Menudo 2.5 kg,5,Más de dos kilos cada uno
Morrón Rojo,5,Fresco y de buen tamaño
Manzana Verde Granny Smith,5,Buenas manzanas
Carne Molida Super 1.30 lb,5,Me encanta todo muy fresco.
Filete De Tilapia Importado Central De Carnes 3 Unidades 1 lb,5,Presentación
Palta Hass Importada 1 Unidad,5,En su punto justo
Rucula Sueño Verde 100 g,5,Buenisima
Atado De Apio 350 g,5,Muy fresco
Chorizo Bombón Cabaña Argentina Fresco Parrillero 435 g,5,Exquisitos! La porción justa para cada comensal
Muslo De Pollo,5,Muy buenos
Carne Daily Beef Molida Corriente 10% Fresco 500 g,5,Frescos
Banana Seleccion,5,Tamaño y maduracion
Patitas De Pollo Frescas Avicolas Del Oeste,5,Bien
Cubitos De Cerdo Congelado Super Cerdo 500 g,5,Precio
Palta Hass Inmadura 115 g,5,Muy bien preco
Pechito De Cerdo Fresco Al Vacío,5,Buena calidad
Ajo 1 Unidad,5,Excelente 🧄 ajo colorado
Tomate Cherry Rojo Huella Natural,5,Excelentes
Muslo Entero De Pollo Cibao,5,Muy buenos servicios
Banana Seleccion,5,Está para consumir 👍🏻
Morron Verde (Pimiento) 1 Unidad,5,Igual a elegido por mi
Churrasquito De Cerdo Al Vacío Fresco,5,.
Tomate Buy & Eat Cherry 250 g,5,Riquísimos
Bondiola De Cerdo Fresca Al Vacío,5,Perfecto
Banana Seleccion,5,Buena calidad
Palmitos Enteros Cuisine & Co 500 g,5,"No sé cómo se pide la cantidad de queso, compré panteras q es caro, marque 1, me mandaron en 2 pedazos 1.3 kg $27500, COMO SE PIDE CANTIDAD EN EL QUESO"
Bife Ancho El Mercado,5,Excelente calidad
Cebolla De Verdeo Carrefour 1 Unidad,5,Tardo demasiado no estoy conforme
Zanahoria Selección,5,Todo
Salmon Rosado Congelado,5,Perfecto el estado del salmón
Perejil Atado 1 Unidad,5,Fresco
Palta Hass Importada 1 Unidad,5,Excelentes las paltas!!!
Pechito De Cerdo Fresco Al Vacío,5,Muy bueno fresquito
Ajo 1 Unidad,5,Buena calidad
Choclo Nacional Super Dulce 2 Unidades,5,"Muy bueno al verlos , frescos"
Papa Peruana,5,Están bien escogidas
Morron Verde (Pimiento) 1 Unidad,5,"Muy amables de cambiar un producto por uno de mayor valor para que ,el pedido este completo"
Zanahoria Selección,5,Buenísimas!
Frutilla Dole En Cubeta 500 g,5,De 10 las frutillas
Kale Buy & Eat 330 g,5,Fresca!
Carne Molida Finka Food Refrigerado 500 g,5,Excelente
Costilla De Res,5,Bien
Melón Blanco,5,Dulce
Tiritas De Pechuga De Pollo Fresco Super Pollo 350 g,5,Era lo que pedí
Ananá Selección,5,"Todo menos el pelón que llegó podrido , todo el kilo completo ."
Tomate Perita,5,Tofo
Aguacate Verde Horti Fresh 1 Unidad,5,"Pedi plátanos no, guineos verdes"
Falda De Novillo,5,Muy linda falda
Puyazo Americano Termino Medio 2 lb,5,Excelente
Perejil  1 Unidad,5,Fresco
Poroto Verde Del Productor 500 G,5,Excelente calidad
Carne Molida Finka Food Refrigerado 500 g,5,Buena calidad
Morrón Rojo Selección 1 Unidad,5,calidad
Guinea 0.5 lb,5,Todo estuvo muy bien
Palta Hass Inmadura 115 g,5,Buena calidad
Pelón,5,Buena elección de productos
Ensalada Sueño Verde De Rucula y Radiccio 110 g,5,Me llegaron podridos los cherry
Nalga Feteada Al Vacío Novillo Fresca,5,Excelente la calidad chicos loviu
Papa,5,Muy buenas
